"Id","Institution","Job title","AOS","AOC","Job type","Start time","Contract type","Deadline","How to apply","Date posted","PhilJobs page","Info link","Application link"
"3289","Boston College","Position in Lonergan Studies","Thought of Bernard Lonergan, SJ","Open","Faculty (open rank)","Fall 2015","Tenure-track or similar","2014-12-01","Online","2014-09-25","http://philjobs.org/job/show/3289","http://bclonergan.org/","http://apply.interfolio.com/26751"
"3285","Columbia University","Assistant Professor","The Department invites applications from all subfields of the discipline, but has special needs in Probability and Decision Theory as well as Moral and Political Philosophy broadly conceived.","Open","Faculty (open rank)","July 1, 2015","Tenure-track or similar","---","Online","2014-10-15","http://philjobs.org/job/show/3285","http://academicjobs.columbia.edu/applicants/Central?quickFind=59836","http://academicjobs.columbia.edu/applicants/Central?quickFind=59836"
"3286","Columbia University","Assistant Professor","Open","Open","Faculty (open rank)","July 1, 2015","Tenure-track or similar","---","Online","2014-10-15","http://philjobs.org/job/show/3286","http://academicjobs.columbia.edu/applicants/Central?quickFind=59839","http://academicjobs.columbia.edu/applicants/Central?quickFind=59839"
"3284","KU Leuven","PhD student in Philosophy of Art on Architectural Theory","Philosophy of Art on Architectural Theory","Philosophy of Art on Architectural Theory","Graduate fellowship","1 February 2015 or as soon as possible","Fixed term","2014-11-30","Online","2014-09-24","http://philjobs.org/job/show/3284","http://hiw.kuleuven.be/ned/onderzoek/ApocryphalandApostolicModernism","https://icts.kuleuven.be/apps/jobsite/vacatures/53097220"
"3283","Creighton University","Business Ethics Professor (Assistant, Associate, or Full)","Business Ethics and Society","ethics, applied ethics, value theory","Faculty (open rank)","August 1, 2014","Tenure-track or similar","---","Email","2014-09-24","http://philjobs.org/job/show/3283","http://sbeonline.org/?p=6984","http://business.creighton.edu/"
"3264","Lingnan University","Associate Professor/Assistant Professor","Open","Open","Faculty (open rank)","Mid-August 2015 or by mutual agreement","Tenure-track or similar","---","Email","2014-09-17","http://philjobs.org/job/show/3264","http://www.LN.edu.hk",""
"3280","Christopher Newport University","Assistant Professor of Philosophy (Continentalist)","Continental Philosophy","Ethics","Junior faculty","August 17, 2015","Tenure-track or similar","2014-10-31","Other","2014-09-22","http://philjobs.org/job/show/3280","",""
"3281","University of Washington Bothell","Science and Technology Studies - Assistant Professor, Tenure-Track","Science and Technology Studies","Science and Technology Studies","Junior faculty","","Tenure-track or similar","2014-10-15","Email","2014-09-22","http://philjobs.org/job/show/3281","http://www.uwb.edu/IAS/","http://www.uwb.edu/hr/employment"
"3282","Oklahoma State University","Assistant Professor ","AOS: Metaphysics, Epistemology, Philosophy of Language or American Philosophy/Pragmatism.","Open, but competence in History of Philosophy preferred","Junior faculty","Fall 2015","Tenure-track or similar","2014-11-15","Online","2014-09-22","http://philjobs.org/job/show/3282","http://philosophy.okstate.edu/job-openings","http://apply.interfolio.com/26466"
"3279","London School of Economics and Political Science ","Assistant Professor","Philosophy of Economics, Philosophy of the Social Sciences, Methodology of the Social Sciences, Philosophy and Public Policy, Moral and Political Philosophy, or Business Ethics. ","Open","Junior faculty","1 September 2015","Tenure-track or similar","2014-10-31","Online","2014-09-23","http://philjobs.org/job/show/3279","http://www.lse.ac.uk/JobsatLSE","http://www.lse.ac.uk/JobsatLSE"
"3278","University of Washington","Lecturer","Open","Open","Junior faculty","September 2015","Fixed term","---","Online","2014-09-22","http://philjobs.org/job/show/3278","","http://apply.interfolio.com/25973"
"3277","James Madison University","Assistant Professor of Philosophy - 0406255","20th century French philosophy","Open, with a preference for feminist philosophy or critical theory or hermeneutics.","Junior faculty","August 24, 2015","Tenure-track or similar","2014-11-03","Online","2014-09-23","http://philjobs.org/job/show/3277","","http://www.Click2Apply.net/wkt5wgh"
"3269","University of Sheffield","Lecturer in Philosophy of Religion (3 Years)","Philosophy of Religion, with preference for interests in historical and literary aspects of religion as well","Open","Junior faculty","January 2015","Fixed term","2014-10-24","Online","2014-10-21","http://philjobs.org/job/show/3269","","http://www.sheffield.ac.uk/jobs"
"3276","Carnegie Mellon University","Assistant, Associate, or Full Professor","The Department welcomes applications from scholars in any branch of mathematical or scientific philosophy; it also invites scholars from related fields (e.g., computer science, mathematics, statistics, psychology, linguistics, or economics), whose work bears upon or is motivated by methodological or foundational issues.","Open","Faculty (open rank)","August 2015","Tenure-track or similar","2014-11-01","Email","2014-09-22","http://philjobs.org/job/show/3276","",""
"3270","Wellesley College","Assistant Professor – Philosophy","Early Modern ","Open","Faculty (open rank)","","Tenure-track or similar","2014-11-01","Online","2014-09-22","http://philjobs.org/job/show/3270","","https://career.wellesley.edu/"
"3271","Carnegie Mellon University","Assistant, Associate, or Full Professor","Any branch of theoretical or practical ethics, social or political philosophy as well as scholars from other disciplines (e.g., law, economics, neuroscience) whose research is philosophically motivated and addresses important normative questions","Open","Faculty (open rank)","August 2015","Tenure-track or similar","2014-11-01","Email","2014-10-10","http://philjobs.org/job/show/3271","",""
"3272","Appalachian State University","Assistant Professor","Social and Political Philosophy/Ethics","Must have demonstrated competence in Environmental Ethics, in addition competence in medical ethics, philosophy of law, or aesthetics is desirable.","Junior faculty","July 1, 2015","Tenure-track or similar","2014-12-15","Email","2014-09-22","http://philjobs.org/job/show/3272","http://philrel.appstate.edu",""
"3273","Pitzer College","History/Philosophy of Mathematics/Ethnomathematics, Assistant/Associate Professor","History/Philosophy of Mathematics/Ethnomathematics","History/Philosophy of Mathematics/Ethnomathematics","Faculty (open rank)","","Tenure-track or similar","2014-11-07","Online","2014-09-19","http://philjobs.org/job/show/3273","http://www.pitzer.edu","https://pitzer.peopleadmin.com/postings/search?utf8=%E2%9C%93&query=&query_v0_posted_at_date=&query_organizational_tier_3_id=any&query_position_type_id=2&418=&commit=Search"
"3275","The Hebrew University of Jerusalem","Lecturer, Senior Lecturer, Associate Professor, or Full Professor","Open","Open","Faculty (open rank)","Fall 2015 (but may be flexible)","Tenure-track or similar","2014-11-02","Online","2014-09-22","http://philjobs.org/job/show/3275","http://www.hum.huji.ac.il/new.php?cat=5297","https://ttp.ekmd.huji.ac.il/Pages/default.aspx"
"3268","San Diego State University","Assistant Professor","Ethics / Applied Ethics","Open","Junior faculty","Fall 2015","Tenure-track or similar","---","Online","2014-09-18","http://philjobs.org/job/show/3268","http://philosophy.sdsu.edu/About/jobs.html","http://apply.interfolio.com/26585"
"3267","University of Rochester","Assistant or Associate Professor","Philosophy of Science","Open","Faculty (open rank)","July 1, 2015","Tenure-track or similar","2014-11-01","Online","2014-09-18","http://philjobs.org/job/show/3267","http://www.rochester.edu/fort/phl/","http://www.rochester.edu/fort/phl"
"3266","University of Washington","Assistant Professor","Medical Ethics","Open","Junior faculty","September 2015","Tenure-track or similar","---","Online","2014-09-18","http://philjobs.org/job/show/3266","","http://apply.interfolio.com/25925"
"3265","University of Twente","Postdoc / Adviser in Ethics of Information Technology (2 years, full-time)","ICT ethics, applied ethics","ICT ethics, applied ethics","Postdoc or similar","","Fixed term","---","Online","2014-10-28","http://philjobs.org/job/show/3265","http://ethicsandtechnology.eu/news/postdoc-adviser-in-ethics-of-information-technology-2-years-full-time/","http://www.utwente.nl/vacatures/en/"
"3263","Macquarie University","Lecturer in Philosophy","Philosophy of mind and philosophy of cognitive science","Philosophy of science","Junior faculty","","Fixed term","2014-10-13","Online","2014-09-18","http://philjobs.org/job/show/3263","http://jobs.mq.edu.au/cw/en/job/494767/lecturer-in-philosophy","http://jobs.mq.edu.au/cw/en/job/494767/lecturer-in-philosophy"
"3262","California Institute of Technology","Postdoctoral Instructor in History & Philosophy of Physics","History and/or Philosophy of Physics","Open","Postdoc or similar","Fall 2015","Fixed term","2014-11-15","Online","2014-09-17","http://philjobs.org/job/show/3262","http://www.hss.caltech.edu/","http://www.hss.caltech.edu/content/pdi-history-phil-physics"
"3258","University of Michigan, Ann Arbor","Assistant Professor, History of Philosophy","History of Philosophy, pre-20th century","Open","Junior faculty","September 1, 2015","Tenure-track or similar","2014-11-01","Online","2014-09-17","http://philjobs.org/job/show/3258","","http://philosophy-lsa.applicantstack.com/x/apply/a23butelzobr"
"3259","University of Illinois","Open Rank Faculty - M&E","epistemology, philosophy of language, metaphysics, philosophy of mind, or philosophy of science broadly construed","Open","Faculty (open rank)","August 16, 2015","Tenure-track or similar","2014-11-14","Online","2014-09-17","http://philjobs.org/job/show/3259","https://jobs.illinois.edu/faculty-positions/job-details?jobID=45725&job=college-of-liberal-arts-and-sciences-open-rank-faculty-department-of-philosophy-m-e-f1400131","https://jobs.illinois.edu/faculty-positions/job-details?jobID=45725&job=college-of-liberal-arts-and-sciences-open-rank-faculty-department-of-philosophy-m-e-f1400131"
"3260","Univeristy of Illinois","Open Rank Faculty - Value Theory"," ethics, social and political philosophy, philosophy of law, applied ethics, or aesthetics","Open","Faculty (open rank)","August 16, 2015","Tenure-track or similar","2014-11-14","Online","2014-09-17","http://philjobs.org/job/show/3260","https://jobs.illinois.edu/faculty-positions/job-details?jobID=45736&job=college-of-liberal-arts-and-sciences-open-rank-faculty-value-theory-department-of-philosophy-f1400128","https://jobs.illinois.edu/faculty-positions/job-details?jobID=45736&job=college-of-liberal-arts-and-sciences-open-rank-faculty-value-theory-department-of-philosophy-f1400128"
"3261","University of Michigan, Ann Arbor","Assistant, Associate, or Full Professor in Philosophy, Politics and Economics","Applicants should have a primary specialization in an area of research relevant to the Program in Philosophy, Politics, and Economics.","Applicants must be capable of teaching interdisciplinary courses in PPE with substantial normative and empirical content.","Faculty (open rank)","September 1, 2015","Tenure-track or similar","2014-11-01","Online","2014-09-17","http://philjobs.org/job/show/3261","http://www.lsa.umich.edu/philosophy/","http://philosophy-lsa.applicantstack.com/x/apply/a23buteujsl9"
"3250","University of North Carolina, Chapel Hill","Postdoctoral Researcher","Open","Open","Postdoc or similar","Fall 2015","Fixed term","2014-11-15","Online","2014-09-17","http://philjobs.org/job/show/3250","http://research.unc.edu/carolina-postdocs/about/","http://research.unc.edu/red/postdoc.html"
"3256","University of Portland","Assistant Professor","Ethics","Open but Analytic Metaphysics and Epistemology preferred.","Junior faculty","August 2015","Tenure-track or similar","2014-11-02","Online","2014-09-17","http://philjobs.org/job/show/3256","https://www.up.edu/","http://apply.interfolio.com/26478"
"3257","Davidson College","Assistant Professor","Any Area in Value Theory, broadly construed","Open","Junior faculty","August 1, 2015","Tenure-track or similar","2014-11-01","Online","2014-09-17","http://philjobs.org/job/show/3257","https://jobs.davidson.edu","https://jobs.davidson.edu"
"3255","University of California at Santa Barbara","Open Rank","Metaphysics and/or Epistemology,","Open","Faculty (open rank)","July 1, 2015","Tenure-track or similar","2014-12-03","Online","2014-11-07","http://philjobs.org/job/show/3255","http://www.philosophy.ucsb.edu","https://recruit.ap.ucsb.edu/apply/JPF00377"
"3251","College of William and Mary","Assistant Professor in Philosophy","Metaphysics or 19th Century European Philosophy","Open, though the department has particular teaching needs in 20th Century European Philosophy, Feminist Philosophy, Logic, and Critical Thinking","Junior faculty","August 10, 2015","Tenure-track or similar","2014-10-24","Online","2014-09-17","http://philjobs.org/job/show/3251","http://www.wm.edu/philosophy","https://jobs.wm.edu"
"3253","University of Wisconsin-Eau Claire","Assistant Professor","Early Modern Philosophy","Metaphysics, Symbolic Logic","Junior faculty","August 24, 2015","Tenure-track or similar","2014-11-03","Online","2014-09-16","http://philjobs.org/job/show/3253","","http://www.uwec.edu/Employment/uweccareers.htm"
"3249","University of North Carolina, Asheville","Assistant Professor","One or more of Medieval Philosophy broadly construed, Epistemology and Islamic Philosophy","One or more of Medieval Philosophy broadly construed, Epistemology and Islamic Philosophy","Junior faculty","July 1, 2015","Tenure-track or similar","2014-11-01","Online","2014-09-16","http://philjobs.org/job/show/3249","http://jobs.unca.edu/postings/963","http://jobs.unca.edu/postings/963"
"3244","Macalester College","Assistant Professor of Philosophy","Moral Theory (Normative Ethics and Metaethics).","Applied Ethics (especially Bioethics and Environmental Ethics). ","Junior faculty","September,  2015","Tenure-track or similar","2014-12-01","Online","2014-09-16","http://philjobs.org/job/show/3244","http://www.macalester.edu/provost/positions/","http://www.academicjobsonline.org"
"3245","Villanova University","Assistant Professor, Tenure Track","Kant","Open","Faculty (open rank)","August 2015","Tenure-track or similar","2014-11-01","Online","2014-10-09","http://philjobs.org/job/show/3245","","https://jobs.villanova.edu/postings/6922"
"3246","University of California at Irvine","Assistant, Associate, or Full Professor","Open","Open","Faculty (open rank)","July 1, 2015","Tenure-track or similar","---","Other","2014-09-15","http://philjobs.org/job/show/3246","http://www.humanities.uci.edu/philosophy/","https://recruit.ap.uci.edu/apply"
"3247","University of Konstanz (Germany)","W3-Professorship for Practical Philosphy","Practical Philosophy with special emphasis on Ethics, Moral Philosophy, and their Foundations","Ethics, History of Philosophy","Senior faculty","","Tenured, continuing or permanent","2014-09-26","Mail","2014-09-16","http://philjobs.org/job/show/3247","http://www.uni-konstanz.de/stellenangebote/?cont=stellausw&seite=2014/146&id=3","http://www.uni-konstanz.de/stellenangebote/?cont=stellausw&seite=2014/146&id=3"
"3248","Queen's University, Kingston, Ontario","Postdoctoral Fellow","Animal ethics, law and public policy","Animal ethics, law and public policy","Postdoc or similar","July 1, 2015","Fixed term","2015-01-15","Email","2014-09-16","http://philjobs.org/job/show/3248","http://www.queensu.ca/philosophy/Jobs.html",""
"3243","University of Massachusetts, Amherst","Associate or Full Professor","Open","Open","Senior faculty","September 1, 2015","Tenure-track or similar","2014-12-15","Online","2014-10-23","http://philjobs.org/job/show/3243","","http://umass.interviewexchange.com/candapply.jsp?JOBID=53047"
"3238","University of North Carolina, Charlotte","Assistant Professor of Philosophy","Philosophy of Mind or Epistemology, both broadly construed","Underrepresented areas of philosophy (e.g., race, feminism, queer theory, postcolonial studies) and/or innovative applied work","Junior faculty","Fall 2015","Tenure-track or similar","---","Online","2014-09-12","http://philjobs.org/job/show/3238","","https://jobs.uncc.edu"
"3240","University of California, Berkeley","Assistant Professor","History and Rhetoric of Science and Technology","Open","Junior faculty","July 1, 2015","Tenure-track or similar","2014-10-15","Online","2014-09-15","http://philjobs.org/job/show/3240","","https://aprecruit.berkeley.edu/apply/JPF00485"
"3242","Michigan State University","Faculty Positions in Science Studies","History, Philosophy, and/or Sociology of Science, Technology, Environment, or Medicine","Expertise in non-western science, writing pedagogy, or diversity and inclusion in science would be especially welcomed.","Faculty (open rank)","August 16, 2015","Tenured, continuing or permanent","---","Other","2014-09-15","http://philjobs.org/job/show/3242","http://www.lymanbriggs.msu.edu/faculty/openPositions.cfm",""
"3241","University of Colorado, Boulder","Assistant Professor","Environmental Justice","Open","Junior faculty","Fall 2015","Tenure-track or similar","---","Online","2014-09-13","http://philjobs.org/job/show/3241","https://www.jobsatcu.com/postings/88245","https://www.jobsatcu.com/postings/88245"
"3239","Massachusetts Institute of Technology","Assistant Professor","Open","Open","Faculty (open rank)","July 2015","Tenure-track or similar","2014-11-16","Online","2014-10-09","http://philjobs.org/job/show/3239","http://web.mit.edu/philosophy/","https://academicjobsonline.org/ajo/jobs/4618"
"3237","University of Wisconsin, Steven's Point","Assistant Professor","Applied Ethics, including Environmental Ethics","Philosophy of Science","Junior faculty","August 2015","Tenure-track or similar","2014-12-01","Online","2014-09-12","http://philjobs.org/job/show/3237","http://www.uwsp.edu/equity/Pages/jobVacancies.aspx","http://www.uwsp.edu/equity/Pages/jobVacancies.aspx"
"3234","Ryerson University","Assistant Professor ","Early Modern Philosophy (including Kant)","Open","Junior faculty","July 1, 2015","Tenure-track or similar","2014-11-14","Mail","2014-09-12","http://philjobs.org/job/show/3234","",""
"3233","The American University of Beirut","Visiting faculty position in the Civilization Sequence Program at the American University of Beirut","history of ideas, comparative literature, and/or Arab/Islamic studies","history of ideas, comparative literature, and/or Arab/Islamic studies","Faculty (open rank)","September 2015","Fixed term","---","Email","2014-09-12","http://philjobs.org/job/show/3233","http://www.aub.edu.lb/fas/pages/academic-employment.aspx",""
"3235","The American University of Beirut","Assistant professor positions in the Civilization Sequence Program at the American University of Beirut","history of ideas, comparative literature, and/or Arab/Islamic studies","history of ideas, comparative literature, and/or Arab/Islamic studies","Faculty (open rank)","September 2015","Fixed term","---","Email","2014-09-12","http://philjobs.org/job/show/3235","http://www.aub.edu.lb/fas/pages/academic-employment.aspx",""
"3220","Universidad de los Andes, Bogotá, Colombia","Assistant or Associate Professor","Ancient or Medieval Philosophy","Open","Faculty (open rank)","July 2015","Tenure-track or similar","2014-10-14","Email","2014-09-10","http://philjobs.org/job/show/3220","http://filosofia.uniandes.edu.co/",""
"3231","Dartmouth College","Society of Fellows Postdoctoral Fellowships ","Open","Open","Postdoc or similar","September 1, 2015","Fixed term","2014-10-15","Online","2014-09-11","http://philjobs.org/job/show/3231","http://www.dartmouth.edu/sof/fellowships/postdoc.html","http://apply.interfolio.com/25142"
"3228","Boston University","Asssistant Professor of Philosophy (Tenure-Track)","Ancient Greek Philosophy","Open","Junior faculty","July 1, 2015","Tenure-track or similar","2014-12-01","Online","2014-09-12","http://philjobs.org/job/show/3228","http://bu.edu/philo/","https://academicjobsonline.org/ajo/jobs/4570"
"3179","Duke University","Lecturing Fellow","Open","Open","Junior faculty","September 1, 2014","Fixed term","2014-10-01","Online","2014-09-11","http://philjobs.org/job/show/3179","http://twp.duke.edu","http://twp.duke.edu/fellowships/apply-for-a-fellowship"
"3232","Kansas State University","Assistant Professor","Philosophy of Economics or Formal Epistemology","Open","Faculty (open rank)","August 16,2015","Tenure-track or similar","---","Email","2014-09-11","http://philjobs.org/job/show/3232","http://www.ksu.edu/philo",""
"3229","Clark University","Assistant Professor","History of Early Modern European Philosophy or Kant","AOC: Open, but an interest in cross-disciplinary linkages is welcome. ","Junior faculty","Fall 2015","Tenure-track or similar","---","Email","2014-09-10","http://philjobs.org/job/show/3229","",""
"3226","Indiana University","Assistant Professor, Philosophy/Cognitive Science","Philosophy of Mind","Open","Junior faculty","August 1, 2015","Tenure-track or similar","2014-11-05","Online","2014-09-10","http://philjobs.org/job/show/3226","http://indiana.peopleadmin.com/postings/1067","http://indiana.peopleadmin.com/postings/1067"
"3230","Cornell University","Mellon Postdoctoral Fellowship","Seventeenth and Eighteenth Century Philosophy, with an interdisciplinary connection to Science and Technology Studies, History, Romance Studies, and German Studies","Seventeenth and Eighteenth Century Philosophy, with an interdisciplinary connection to Science and Technology Studies, History, Romance Studies, and German Studies","Postdoc or similar","July 1, 2015","Fixed term","2014-11-15","Online","2014-09-11","http://philjobs.org/job/show/3230","http://www.arts.cornell.edu/sochum/mellon_post-d_fellowships.html","https://academicjobsonline.org/ajo/jobs/4512"
"3185","Saint Leo University","Assistant or Associate Professor","Open","Preference will be given to those candidates with competency in metaphysics, medieval philosophy, and/or philosophy of science.  ","Faculty (open rank)","","Tenured, continuing or permanent","---","Online","2014-08-27","http://philjobs.org/job/show/3185","http://www.saintleo.edu/","https://www.saintleo.jobs/postings/13367"
"3221","San Jose State University","Assistant Professor, Philosophy of Technology*","Philosophy of technology or related discipline","Area of competence is open, however the department welcomes expertise in the history of philosophy, comparative philosophy, the philosophy of science, and ethics of science","Junior faculty","August 18, 2015","Tenure-track or similar","2014-11-30","Online","2014-09-10","http://philjobs.org/job/show/3221","","http://apply.interfolio.com/25840"
"3224","Brown University","Postdoctoral Research Associate","Political Theory, Political Philosophy, Constitutional History, American Founding Period, Religion and Politics, Political Economy, Legal Theory, or History of Economic Thought","Open","Postdoc or similar","","Fixed term","2014-11-01","Online","2014-09-10","http://philjobs.org/job/show/3224","http://apply.interfolio.com/25869","http://apply.interfolio.com/25869"
"3225","Mount St. Mary's University","Assistant Professor of Philosophy","Specialization in Ethics (normative and applied) or Ancient Philosophy"," Candidates must be well versed in the history of philosophy.","Junior faculty","","Tenure-track or similar","2014-10-24","Email","2014-10-14","http://philjobs.org/job/show/3225","http://www.msmary.edu/jobs",""
"3227","University of Notre Dame","Assistant Professor","Open","Open","Faculty (open rank)","Fall Semester 2015","Tenure-track or similar","2014-11-08","Online","2014-09-12","http://philjobs.org/job/show/3227","","http://AcademicJobsOnline.Org"
"3223","New York University","Dworkin-Balzan Postdoctoral Fellowship in Law and Philosophy","Legal, Moral, and Political Philosophy","Open","Postdoc or similar","August 1, 2015","Fixed term","2014-12-01","Email","2014-09-10","http://philjobs.org/job/show/3223","http://www.law.nyu.edu/centers/lawphilosophy/fellowships",""
"3219","University of Chicago","Assistant Professor, Teunre Track or Associate Professor, Tenured, of German Idealism","German Idealism","Open","Faculty (open rank)","Fall 2014","Contract type open","2014-10-31","Online","2014-09-10","http://philjobs.org/job/show/3219","","http://tinyurl.com/germanidealismuc"
"3222","Rice University","Advanced Associate or Full Professor of Philosophy","Philosophy of Mind","Open","Senior faculty","","Tenured, continuing or permanent","---","Email","2014-09-10","http://philjobs.org/job/show/3222","",""
"3217","University of California, San Diego","Assistant Professor, Ethics or Political Philosophy","Ethics","Open","Junior faculty","","Tenure-track or similar","---","Online","2014-09-09","http://philjobs.org/job/show/3217","","http://apptrkr.com/515818"
"3218","Chapman University","Assistant or Associate Professor ","Philosophy of Economics or Social and Political Philosophy","Open","Faculty (open rank)","Fall 2015","Tenure-track or similar","2014-10-17","Email","2014-09-09","http://philjobs.org/job/show/3218","",""
"3216","Princeton University","The Harold T. Shapiro Postdoctoral Fellowship in Bioethics"," An applicant may have a background in any area of ethical studies.","Open","Postdoc or similar","Fall 2015","Fixed term","2014-11-10","Online","2014-09-09","http://philjobs.org/job/show/3216","http://uchv.princeton.edu/fellowships_awards/hts_bioethics.php","http://uchv.princeton.edu/fellowships_awards/hts_bioethics.php"
"3215","Providence College","Assistant Professor of Philosophy","History and Philosophy of Science","Feminist Philosophy","Faculty (open rank)","August 2015","Tenure-track or similar","2014-10-15","Online","2014-09-08","http://philjobs.org/job/show/3215","http://www.providence.edu","https://careers.providence.edu"
"3214","Journal of the History of Philosophy","Editor ","Some period of the history of Western Philosophy","Open","Administration (non-academic)","As soon as July 1, 2015, though possibly later, for a 5-year renewable term","Fixed term","2015-02-01","Other","2014-09-08","http://philjobs.org/job/show/3214","",""
"3213","University at Albany (SUNY)","Assistant Professor","Applied ethics and/or political philosophy","Open","Junior faculty","September 1, 2015","Tenure-track or similar","2014-11-03","Online","2014-09-08","http://philjobs.org/job/show/3213","http://albany.interviewexchange.com/jobofferdetails.jsp?JOBID=51949","http://albany.interviewexchange.com/candapply.jsp?JOBID=51949"
"3212","Rice University","Assistant Professor, Tenure Track","Philosophy of Mind","Open","Junior faculty","","Tenure-track or similar","2014-11-01","Email","2014-09-10","http://philjobs.org/job/show/3212","",""
"3211","Temple University","Assistant Professor","Ethics (broadly construed)","Open, but philosophy of race and/or gender is preferred","Junior faculty","Fall 2015","Tenure-track or similar","2014-11-07","Online","2014-10-22","http://philjobs.org/job/show/3211","","http://apply.interfolio.com/26333"
"3204","Georgia Southern University","Assistant Professor","Ancient Philosophy","Aesthetics, Applied Ethics, Critical Thinking, Medieval Philosophy, Non-Western Philosophy, and/or Philosophy of Race","Junior faculty","August 1, 2015","Tenure-track or similar","---","Email","2014-09-04","http://philjobs.org/job/show/3204","http://class.georgiasouthern.edu/litphi/",""
"3210","University of Southern California","Full, Associate, or Assistant Professor","Epistemology, Philosophy of Science, or Philosophy of Mind","Open","Faculty (open rank)","Fall 2015","Contract type open","---","Online","2014-09-08","http://philjobs.org/job/show/3210","","http://jobs.usc.edu/postings/30921"
"3209","University of Southern California","Full, Associate, or Assistant Professor","Philosophy of Science","Open","Faculty (open rank)","Fall 2015","Contract type open","---","Online","2014-09-08","http://philjobs.org/job/show/3209","","http://jobs.usc.edu/postings/30916"
"3207","Washington University in St. Louis","Full, Associate, or Assistant Professor","Metaphysics and Epistemology","Logic, formal methods, and the philosophy of language","Faculty (open rank)","As soon as possible","Tenure-track or similar","2014-10-01","Email","2014-09-05","http://philjobs.org/job/show/3207","http://philosophy.artsci.wustl.edu/","http://apply.interfolio.com/25405"
"3208","The College of Wooster","Assistant Professor","History of Philosophy (Modern or 20th Century Analytic) or Global Justice","Applied Ethics, Philosophy of Law, and Logic","Faculty (open rank)","August 2015","Tenure-track or similar","2014-12-31","Online","2014-09-05","http://philjobs.org/job/show/3208","http://www.wooster.edu/offices/hr/jobs/opportunities/","http://www.interfolio.com/apply/25887"
"3200","New York University","BERSOFF ASSISTANT PROFESSOR/FACULTY FELLOW Department of Philosophy*","Open","Open","Junior faculty","September 1, 2015","Fixed term","2014-10-31","Online","2014-09-04","http://philjobs.org/job/show/3200","","http://philosophy.fas.nyu.edu"
"3201","University of Puget Sound","Assistant Professor in Philosophy","Open","Open","Junior faculty","","Tenure-track or similar","2014-11-07","Online","2014-09-04","http://philjobs.org/job/show/3201","http://www.pugetsound.edu/philosophy","http://www.pugetsound.edu/employment"
"3202","University of California, San Diego","Assistant Professor, Epistemology or Metaphysics","Epistemology","Open","Faculty (open rank)","","Tenure-track or similar","---","Online","2014-09-03","http://philjobs.org/job/show/3202","http://philosophy.ucsd.edu","http://apptrkr.com/514454"
"3205","State University of New York at Buffalo","Assistant Professor in Feminist Theory","Feminist Theory","Open","Junior faculty","August 2015","Tenure-track or similar","2014-11-01","Online","2014-09-10","http://philjobs.org/job/show/3205","","https://www.ubjobs.buffalo.edu/applicants/jsp/shared/Welcome_css.jsp"
"3203","Bentley University","Assistant or Associate Professor","Ethics, broadly construed (including normative theory, applied ethics, metaethics, moral psychology, and political philosophy)","Open, but an ability and willingness to teach courses in applied ethics preferred","Junior faculty","Fall 2015","Tenure-track or similar","---","Online","2014-09-04","http://philjobs.org/job/show/3203","http://www.bentley.edu/academics/departments/philosophy","http://jobs.bentley.edu/applicants/Central?quickFind=52464"
"3206","Bentley University","Lecturer","Ethics or Applied Ethics","Ethics or Applied Ethics","Junior faculty","Fall 2015","Tenured, continuing or permanent","---","Online","2014-09-04","http://philjobs.org/job/show/3206","http://www.bentley.edu/academics/departments/philosophy","http://jobs.bentley.edu/applicants/Central?quickFind=52475"
"3193","Valparaiso University","Residential Postdoctoral Fellowship","Open","Open","Postdoc or similar","August, 2015","Fixed term","2014-11-04","Other","2014-09-02","http://philjobs.org/job/show/3193","http://www.lillyfellows.org/","http://www.lillyfellows.org/"
"3199","University of Toronto","Andrew W. Mellon postdoctoral fellowship in the humanities","Open","Open","Postdoc or similar","1 July 2015","Fixed term","2014-12-01","Online","2014-09-03","http://philjobs.org/job/show/3199","http://www.humanities.utoronto.ca/funding/id=50","http://www.humanities.utoronto.ca/funding/id=50"
"3198","Elizabethtown College","Assistant Professor","Science and Technology Studies","Applied Global Ethics","Junior faculty","Fall 2015","Tenure-track or similar","2014-11-01","Email","2014-09-03","http://philjobs.org/job/show/3198","http://www.etown.edu/offices/human-resources/",""
"3197","Ohio State University","Assistant, Associate or Full Professor","Metaethics or Normative Ethics","Open","Faculty (open rank)"," September 2015","Tenure-track or similar","---","Other","2014-11-06","http://philjobs.org/job/show/3197","","http://academicjobsonline.org/ajo/jobs/4474"
"3196","Leibniz Universität Hannover","University Professorship (Salary Scale W 3 BBesO) in Theoretical Philosophy, particularly Philosophy of Science ","Philosophy of Science","Theoretical Philosophy","Senior faculty","","Tenured, continuing or permanent","2014-09-25","See ad","2014-09-02","http://philjobs.org/job/show/3196","",""
"3194","University of Pennsylvania","Faculty Positions in Business Law and Business Ethics","Buisness Law and Business Ethics","Business Law and Business Ethics","Faculty (open rank)","July 1, 2015","Tenure-track or similar","2014-11-01","Online","2014-09-02","http://philjobs.org/job/show/3194","http://lgst.wharton.upenn.edu","http://lgst.wharton.upenn.edu"
